platformPoolCount,9
definePlatformPool,Set1WoodBlock,30
definePlatformPool,Set1Spring,20
definePlatformPool,Set1Spinner,20
definePlatformPool,Set1Plank,100
definePlatformPool,Set1Wall,50
definePlatformPool,Coin,20
definePlatformPool,CoinPlus,5
definePlatformPool,Set1EndBox,1
definePlatformPool,Set1Spike,200
introPlatform,3,-0.07,-1.49,5.35,0,0,0,0
introPlatform,1,-0.01,-0.98,5.35,0,0,0,0
introPlatform,8,1.3,0.26,18.98,270.0198,0,0,0
introPlatform,8,-1.61,0.26,18.98,270.0198,0,0,0
introPlatform,3,-0.17,-0.49,19.92,0,0,0,0
introPlatform,8,1.3,0.26,20.98,270.0198,0,0,0
introPlatform,8,-1.61,0.26,20.98,270.0198,0,0,0
introPlatform,8,-0.5,0.26,23.06,270.0198,0,0,0
introPlatform,8,2.41,0.26,23.06,270.0198,0,0,0
introPlatform,3,0.94,-0.49,24.1,0,0,0,0
introPlatform,8,2.41,0.26,25.06,270.0198,0,0,0
introPlatform,8,-0.5,0.26,25.06,270.0198,0,0,0
introPlatform,8,1.41,0.26,27.22,270.0198,0,0,0
introPlatform,8,-1.5,0.26,27.22,270.0198,0,0,0
introPlatform,3,-0.06,-0.49,28.23,0,0,0,0
introPlatform,8,1.41,0.26,29.22,270.0198,0,0,0
introPlatform,8,-1.5,0.26,29.22,270.0198,0,0,0
introPlatform,8,-2.5,0.26,31.38,270.0198,0,0,0
introPlatform,8,0.41,0.26,31.38,270.0198,0,0,0
introPlatform,3,-1.06,-0.49,32.46,0,0,0,0
introPlatform,8,-2.5,0.26,33.38,270.0198,0,0,0
introPlatform,8,0.41,0.26,33.38,270.0198,0,0,0
introPlatform,8,1.41,0.26,35.48,270.0198,0,0,0
introPlatform,8,-1.5,0.26,35.48,270.0198,0,0,0
introPlatform,3,-0.06,-0.49,36.63,0,0,0,0
introPlatform,8,1.41,0.26,37.48,270.0198,0,0,0
introPlatform,8,-1.5,0.26,37.48,270.0198,0,0,0
introPlatform,1,0.12,-0.22,39.77,0,0,0,1
platform,3,-0.07,-1.49,0,0,0,0
platform,1,-0.01,-0.98,0,0,0,0.7916667
platform,8,1.41,2.86,270.0198,0,0,0
platform,8,-1.51,2.86,270.0198,0,0,0.09166654
platform,3,0,2.1,0,0,0,0.07500013
platform,8,-1.51,2.86,270.0198,0,0,0
platform,8,1.41,2.86,270.0198,0,0,0.1749999
platform,8,1.41,2.86,270.0198,0,0,0
platform,8,-1.51,2.86,270.0198,0,0,0.08416685
platform,3,0,2.1,0,0,0,0.08249982
platform,8,-1.51,2.86,270.0198,0,0,0
platform,8,1.41,2.86,270.0198,0,0,0.7191665
platform,1,-4.78,-0.98,0,0,0,0
platform,3,-4.84,-1.49,0,0,0,0.6975002
platform,8,-6.24,2.9,270.0198,0,0,0
platform,8,-3.32,2.9,270.0198,0,0,0.07916641
platform,3,-4.77,2.1,0,0,0,0.08750025
platform,8,-3.32,2.9,270.0198,0,0,0
platform,8,-6.24,2.9,270.0198,0,0,0.1749999
platform,8,-6.24,2.9,270.0198,0,0,0
platform,8,-3.32,2.9,270.0198,0,0,0.07166672
platform,3,-4.77,2.1,0,0,0,0.09499995
platform,8,-6.24,2.9,270.0198,0,0,0
platform,8,-3.32,2.9,270.0198,0,0,0.7383334
platform,3,1.4,-1.49,0,0,0,0
platform,1,1.46,-0.98,0,0,0,0.7016665
platform,8,2.94,2.9,270.0198,0,0,0
platform,8,0.02,2.9,270.0198,0,0,0.09250005
platform,3,1.47,2.1,0,0,0,0.07416662
platform,8,2.94,2.9,270.0198,0,0,0
platform,8,0.02,2.9,270.0198,0,0,0.1750005
platform,8,0.02,2.9,270.0198,0,0,0
platform,8,2.94,2.9,270.0198,0,0,0.09833336
platform,3,1.47,2.1,0,0,0,0.06833331
platform,8,0.02,2.9,270.0198,0,0,0
platform,8,2.94,2.9,270.0198,0,0,0.7416661
platform,3,-0.24,-1.49,0,0,0,0
platform,1,-0.18,-0.98,0,0,0,1.142167
platform,0,3,0,0,0,0,0.8833339
platform,0,-1.01,0,0,0,0,0.8916664
