platformPoolCount,13
definePlatformPool,Set1EndBox,1
definePlatformPool,Coin,20
definePlatformPool,Set1WoodBlock,10
definePlatformPool,Set1MovingBlock,10
definePlatformPool,Set1Plank,100
definePlatformPool,Set1Spike,250
definePlatformPool,Set1Wall,100
definePlatformPool,Set1Spring,20
definePlatformPool,Set1HalfPlank,100
definePlatformPool,Set1QuarterPlank,100
definePlatformPool,Set1Spinner,20
definePlatformPool,CoinPlus,5
definePlatformPool,Set1MovingBlockReverse,10
introPlatform,7,-0.01,-0.98,5.64,0,0,0,0
introPlatform,4,-0.07,-1.49,5.64,0,0,0,0
introPlatform,2,-1.09,0,20.04,0,0,0,0
introPlatform,2,-2.11,0,30.7,0,0,0,0
introPlatform,2,0,0,41.4,0,0,0,0.75
platform,2,1.01,0,0,0,0,0.9691668
platform,4,0.1,-1,0,0,0,0
platform,4,0.1,0,0,0,0,0.3333333
platform,4,0.1,0,0,0,0,0
platform,4,0.1,-1,0,0,0,0.3333333
platform,4,0.1,0,0,0,0,0
platform,4,0.1,-1,0,0,0,0.1891664
platform,4,2,-1,0,0,0,0
platform,4,2,0,0,0,0,0
platform,4,-2,-1,0,0,0,0
platform,4,-2,0,0,0,0,0.1816667
platform,4,-4,0,0,0,0,0
platform,4,-4,-1,0,0,0,0
platform,4,4,-1,0,0,0,0
platform,4,4,0,0,0,0,0.3316669
platform,4,4,0,0,0,0,0
platform,4,-4,0,0,0,0,0
platform,4,4,-1,0,0,0,0
platform,4,-4,-1,0,0,0,0.3349997
platform,4,-4,0,0,0,0,0
platform,4,4,0,0,0,0,0
platform,4,-4,-1,0,0,0,0
platform,4,4,-1,0,0,0,0.2566668
platform,7,5.01,0.26,0,0,0,0
platform,7,2.94,0.26,0,0,0,0
platform,7,-5.06,0.26,0,0,0,0
platform,7,-2.99,0.26,0,0,0,0.5816669
platform,1,5.29,4.61,90,0,0,0.1191667
platform,1,5.29,4.61,90,0,0,0.1191667
platform,1,5.29,4.61,90,0,0,0.1691666
platform,4,6,1,0,0,0,0
platform,4,-6,1,0,0,0,0
platform,4,-6,2,0,0,0,0
platform,4,6,2,0,0,0,0.3333333
platform,4,-6,1,0,0,0,0
platform,4,6,1,0,0,0,0
platform,4,6,2,0,0,0,0
platform,4,-6,2,0,0,0,0.2591667
platform,4,5.27,1,0,335,0,0
platform,4,5.27,2,0,335,0,0.001666387
platform,4,-5.29,2,0,25,0,0
platform,4,-5.29,1,0,25,0,0.3008334
platform,4,3.58,2,0,335,0,0
platform,4,3.58,1,0,335,0,0.001667023
platform,4,-3.6,1,0,25,0,0
platform,4,-3.6,2,0,25,0,0.5591666
platform,4,-1.64,-0.5,0,335,0,0
platform,4,-1.64,0.5,0,335,0,0.005833308
platform,4,1.6,-0.5,0,25,0,0
platform,4,1.6,0.5,0,25,0,0.2966665
platform,4,-3.33,0.5,0,335,0,0
platform,4,-3.33,-0.5,0,335,0,0.005833308
platform,4,3.29,-0.5,0,25,0,0
platform,4,3.29,0.5,0,25,0,0.2575003
platform,4,-4,-0.5,0,0,0,0
platform,4,-4,0.5,0,0,0,0
platform,4,4,0.5,0,0,0,0
platform,4,4,-0.5,0,0,0,0.06333288
platform,1,-4.06,1.59,90,0,0,0.125
platform,1,-4.06,1.59,90,0,0,0.1166668
platform,11,-4.06,1.69,90,0,0,0.02833366
platform,4,-4,-0.5,0,0,0,0
platform,4,-4,0.5,0,0,0,0
platform,4,4,-0.5,0,0,0,0
platform,4,4,0.5,0,0,0,0.3541667
platform,4,2,-1,0,0,0,0
platform,4,-2,-1,0,0,0,0
platform,4,-2,-2,0,0,0,0
platform,4,2,-2,0,0,0,0.3333333
platform,4,2,-1,0,0,0,0
platform,4,2,-2,0,0,0,0
platform,4,-2,-1,0,0,0,0
platform,4,-2,-2,0,0,0,0.1933327
platform,1,0.25,0.1,90,0,0,0.1400007
platform,4,-2,-1,0,0,0,0
platform,4,2,-2,0,0,0,0
platform,4,2,-1,0,0,0,0
platform,4,-2,-2,0,0,0,0.1200002
platform,1,1.25,0.1,90,0,0,0.2133331
platform,4,2,-1,0,0,0,0
platform,4,-2,-1,0,0,0,0
platform,4,2,-2,0,0,0,0
platform,4,-2,-2,0,0,0,0.02416611
platform,1,2.25,0.1,90,0,0,0.2300008
platform,7,-2.99,-0.73,0,0,0,0
platform,7,2.94,-0.72,0,0,0,1.211666
platform,4,0.1,0,0,0,0,0
platform,4,0.1,-1,0,0,0,0.3333333
platform,4,0.1,0,0,0,0,0
platform,4,0.1,-1,0,0,0,0.3333333
platform,4,0.1,-1,0,0,0,0
platform,4,0.1,0,0,0,0,0.1833331
platform,4,-2,0,0,0,0,0
platform,4,-2,-1,0,0,0,0
platform,4,2,-1,0,0,0,0
platform,4,2,0,0,0,0,0.1833331
platform,4,4,0,0,0,0,0
